Artikelnummer 2	Artikelnummer	Bezeichung	Bezeichung 2	Lagerbestand	Gewicht	Preis (inkl. MWSt)	Preis (exkl. MWSt)	WWW-Link	Webtext	Webtext 2	Herstellernummer	Hersteller	MWST Satz	Endkundenpreis	Garantie (Monate)	Erfassungsdatum	Kategorie 1	Kategorie 2	Kategorie 3	Kategorie	EAN-Code	Lieferdatum	Ausverkaufsartikel	Discountpreis
2361	ZTI HP 51629A	Tinte HP  51629A Deskjet 6X0,ausser 610 !!	Nr. 29, schwarz, 40ml	2	0.1	36.95	34.34	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-56980-69491.html?jumpid=oc_R1002_CHDEC-001_HP%2029%20Druckpatrone%20Gro%20Schwarz&lang=de&cc=ch	Tinte HP 51629A / Nr.29 schwarz, Deskjet 6X0, ausser 610 und 640(!), Officejet 700-Serie /	40ml, bis 650 Seiten.	51629AE	HP	7.6	58	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	39.35
2363	ZTI HP 51641A	Tinte HP Deskjet  820, 850, 870, 1100C,	Nr. 41, color, 40ml, OJ1150C	3	0.2	38.4	35.69	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-69659-69661.html?jumpid=oc_R1002_CHDEC-001_HP%2041%20Dreifarbige%20Inkjet-Druckpatrone&lang=de&cc=ch	Tinte HP 51641A / Nr.41 color, zu  Deskjet  8X0, 1100C, OJ1150C /	40ml, bis 460 Seiten.	51641AE	HP	7.6	60	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	40.85
2364	ZTI HP 51645A	Tinte HP Deskjet,720/8X0,815,11X0C,OJ1150	Nr. 45,schwarz,42ml,G85,G95,990Cxi,1220C	372	0.16	31.75	29.51	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Tinte HP 51645AE / Nr. 45 schwarz, 42ml,  Deskjet  720/8X0, 11X0C, OJ1150C, R65, R45, 1220C, 930C	950C, 970CXI, 990Cxi, 6122, 6127, 995C, G85	51645AE	HP	7.6	48	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	32.7
2365	ZTI HP 51649A	Tinte HP Deskjet 6X0, 656, OJ 700 Serie	Nr. 49, color, 22ml	5	0.1	38.6	35.87	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Tinte HP 51649A / Nr. 49 color, 22ml, Deskjet 6X0, 656, Officejet 700-Serie		51649AE	HP	7.6	60	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	41.05
2366	ZTO BR DR-200	Trommel Brother HL720/730/730+/760	Fax 8060P/8x50P/MFC9X00/9050	4	1.29	200.25	186.11	http://www.brother.ch/g3.cfm/s_page/61700/s_level/30570/s_product/DR200	Trommeleinheit Brother DR-200, zu HL720/730/730+/760, Fax 8060P		DR200	Brother	7.6	269	12	26.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766562560	sofort	Nein	210.4
2368	ZTO BR DR-6000	Trommel Brother DR-6000	HL1030/1230/1240/1250/1270N/1470N/MFC 9870	3	0.81	193.85	180.16	http://www.brother.ch/g3.cfm/s_page/61700/s_level/30570/s_product/DR6000	Trommeleinheit Brother DR-6000, zu HL1030/1230/1240/1250/1270N/ 1430/1440/1450/1470N/MFC 9870		DR6000	Brother	7.6	259	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766527262	sofort	Nein	203.75
2370	ZTO BR TN-200	Toner Brother  HL720/730/730+/760	diverse MFC	8	0.26	39.75	36.94	http://www.brother.ch/products/welcome.cfm?prod_art=TN-200	Toner Brother TN-200, HL720/730/730+/760, Fax 8X00P,diverse MFC		TN200	Brother	7.6	56	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766562584	sofort	Nein	43
2372	ZTO BR TN-6600	Toner Brother TN-6600  HL1030/1240/1250	1230/1270N/1450HL1470N,MFC9870, Fax 8x50P	12	1.04	104.05	96.7	http://www.brother.ch/products/welcome.cfm?prod_art=TN-6600	Toner Brother TN-6600,  HL1030/1230/1240/1250/1270N/1430/1450/1470N/9880	High Capacity, ca. 6000S@5%	TN6600	Brother	7.6	139	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766527286	sofort	Nein	110.4
2374	ZTO HP C3903A	Toner C3903A, HP Laserjet 5P/5MP/6P/6MP	Nr. 03A, schwarz 4000 Seiten@5% Deckung	5	1.22	98.15	91.22	http://www.hp-go-supplies.com/german/productinfo/index.htm	Toner HP C3903A / Nr. 03A schwarz, 4000 Seiten, zu Laserjet 5P/5MP/6P/6MP		C3903A	HP	7.6	129	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	101.4
2375	ZTO HP C3906A	Toner C3906A HP Laserjet 5L/6L/3100	Nr. 06A, schwarz 2500 Seiten@5% Deckung	1	1	78.8	73.23	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C3906A / Nr. 06A schwarz, 2500 Seiten, zu Laserjet 5L/6L/3100		C3906A	HP	7.6	109	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	81.6
2376	ZTO HP C4092A	Toner C4092A HP Laserjet 1100/1100A/3200ser	Nr. 92A, schwarz, 2500 Seiten@5% Deckung	31	0.97	65.3	60.69	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C4092A / Nr. 92A schwarz, 2500 Seiten, zu Laserjet 1100/1100A/3200series		C4092A	HP	7.6	89	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	67.8
2377	ZTO HP C4096A	Toner C4096A, HP Laserjet 2100/TN, 2200D/DN	Nr. 96A, 5000 Seiten @5% Deckung	52	1.54	104.2	96.84	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP  C4096A / Nr. 96A schwarz, 5000 Seiten, zu Laserjet 2100/2100TN,2200		C4096A	HP	7.6	139	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	108.05
2378	ZTO HP C4127A	Toner C4127A,  HP-Laserjet 4000/4050/N/T/TN	Nr. 27A, 6000 Seiten @5% Deckung	2	1.84	111.25	103.39	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C4127A / Nr. 27A schwarz, 6000 Seiten, zu Laserjet 4000/4050/N/T/TN		C4127A	HP	7.6	149	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	114.85
2379	ZTO HP C4129X	Toner C4129X HP-Laserjet 5000/5100	Nr. 29X, 10'000 Seiten @5% Deckung	8	2.59	177.05	164.54	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C4129X / Nr. 29X schwarz, 10'000 Seiten, zu Laserjet 5000/5100		C4129X	HP	7.6	219	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	182.75
2381	ZTO HP 92298A	Toner HP-Laserjet 4/4+/4M/4M+/5/5M/5N	Nr. 98A,92298A,black 6800 Seiten @5% Deck.	4	1.93	117.5	109.2	http://h10010.www1.hp.com/wwpc/ch/de/sm/WF06c/A1-12771-64209-64548-64548-70583-14824.html?submit.y=4&submit.x=3&lang=de&cc=ch&jumpID=re_r11347_1-mrmid_ch_de_any_ipg//supplies-gate-rev/search	Toner HP 92298A / Nr. 98A schwarz, 6800 Seiten, zu HP-Laserjet 4/4+/4M/4M+/5/5M/5N		92298A	HP	7.6	159	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	121.25
2385	ZTO XE P8E	Tonermodul Xerox P8e/P8ex/WorkCentre 385	113R296, 5000 Seiten @5% Deckung	1	1.62	83.95	78.02	http://www.office.xerox.com/product-resources/113R00296/dech.html	Toner Xerox 113R296, 5000 Seiten, zu P8e/P8ex/WorkCentre 385		113R00296	Xerox	7.6	95	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	88.9
2390	ZTOFL HP C4191A	Toner black zu HP Color Laser Jet 4500/4550	C4191A, 9000 Seiten @5% Deckung	2	1.35	101.95	94.75	http://h10010.www1.hp.com/wwpc/ch/de/sm/WF06c/A1-12771-64209-3322811-3322811-24450-14790.html?jumpid=reg_R1002_CHDE	Toner HP C4191A schwarz, 9000 Seiten, zu Hewlett Packard Color Laserjet 4500		C4191A	HP	7.6	139	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	105.3
2391	ZTOFL HP C4192A	Toner cyan zu HP Color Laser Jet 4500/4550	C4192A, 6000 Seiten @5% Deckung	1	1.19	151.6	140.89	http://h10010.www1.hp.com/wwpc/ch/de/sm/WF06c/A1-14605-14611-14611-14617-14629-57719.html?jumpid=oc_R1002_CHDEC-001_HP%20Color%20LaserJet%204500/4550%20-%20Tonerkassette%20Zyanblau&lang=de&cc=ch	Toner HP C4192A cyan, 6000 Seiten, zu Hewlett Packard Color Laserjet 4500		C4192A	HP	7.6	189	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	156.05
2392	ZTOFL HP C4193A	Toner magenta zu HP Color LaserJet4500/4550	C4193A, 6000 Seiten @5% Deckung	2	1.23	151.6	140.89	http://www.hp-go-supplies.com/german/productinfo/hw363.htm	Toner HP C4193A magenta, 6000 Seiten, zu Hewlett Packard Color Laserjet 4500		C4193A	HP	7.6	189	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	156.05
2393	ZTOFL HP C4194A	Toner yellow zu HP Color LaserJet 4500/4550	C4194A, 6000 Seiten @5% Deckung	2	1.2	151.6	140.89	http://www.hp-go-supplies.com/german/productinfo/hw363.htm	Toner HP C4194A gelb, 6000 Seiten, zu Hewlett Packard Color Laserjet 4500		C4194A	HP	7.6	189	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	156.05
2598	ZTI EP T009401	Tinte Stylus Photo 900/1270/1290	farbig, 66ml	-1	0.14	32	29.74	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T00940110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T009401 farbig, 66ml, 220 Seiten, zu Stylus Photo 900/1270/1290		C13T00940110	Epson	7.6	48	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946359847	12.11.10	Nein	34.45
2678	ZTI EP T014401	Tinte Stylus Color 480/580/C20UX/C40UX	farbig	1	0.08	34.9	32.43	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T01440110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T014401 farbig, 25ml, 150 Seiten, zu Stylus Color 480/580/C20UX/C40UX		C13T01440110	Epson	7.6	52	12	08.04.09	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946359960	sofort	Nein	37.45
2679	ZTI EP T013401	Tinte Stylus Color 480/580/C20UX/C40UX	schwarz	2	0.04	27.1	25.19	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T01340110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T013401 schwarz, 10ml, 300 Seiten, zu Stylus Color 480/580/C20UX/C40UX		C13T01340110	Epson	7.6	41	12	08.04.09	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946359922	sofort	Nein	29.35
2720	ZF PHI PFA322	Inkfilmrolle zu Magic2 Fax		5	0.25	28.25	26.25		Philips Inkfilmrolle zu Magic2 Fax		PFA322	Philips	7.6	38	12	18.10.06	Büromaterial/-bedarf	Bürogeräte	Fax	Toner	3425160131307	sofort	Nein	32.4
2729	ZTI EP T007401	Tinte Stylus Photo 790/870/875DC/890/895	900/915/1270/1290, schwarz, 16ml	-2	0.04	35.6	33.09	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T00740110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T00740 schwarz, 16ml, 540 Seiten zu Stylus Photo 790/870/875DC/890/895/900/915/1270/1290		C13T00740110	Epson	7.6	53	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946359762	12.11.10	Nein	38.2
2730	ZTI EP T008401	Tinte Stylus Photo 790/870/875DC/890/895	915, farbig, 46ml	2	0.12	23.5	21.84	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T00840110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T008401 farbig, 46ml, 220 Seiten, zu Stylus Photo 790/870/875DC/890/895/915		C13T00840110	Epson	7.6	36	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946359809	sofort	Nein	25.6
2862	ZTI EP T019401	Tinte Stylus Color 880	schwarz	4	0.06	50.2	46.65	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T01940110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T019401 schwarz, 900 Seiten, zu Stylus Color 880		C13T01940110	Epson	7.6	72	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355085	sofort	Nein	53.35
2863	ZTI EP T020401	Tinte Stylus Color 880	farbig	2	0.06	46.55	43.26	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T020401?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T020401 farbig, 300 Seiten, zu Stylus Color 880		C13T02040110	Epson	7.6	67	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355122	sofort	Nein	49.55
2892	ZTO HP C4127X	Toner C4127X HP-Laserjet 4000/4050/N/T/TN	Nr. 27X, 10'000 Seiten @5% Deckung	31	2	138.15	128.39	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C4127X / Nr. 27X schwarz , 10'000Seiten, zu Laserjet 4000/4050/N/T/TN		C4127X	HP	7.6	179	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	142.3
2901	ZTI EP T017401	Tinte Stylus Color 680/680TR/685	schwarz	2	0.06	48.95	45.49	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T01740110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T017401 schwarz, 540 Seiten, zu Stylus Color 680/680TR/685		C13T01740110	Epson	7.6	70	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946360089	sofort	Nein	52.05
2902	ZTI EP T018401	Tinte Stylus Color 680/680TR/685	farbig	2	0.1	46.55	43.26	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T01840110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T018401 farbig, 37ml, 300 Seiten, zu Stylus Color 680/680TR		C13T01840110	Epson	7.6	67	12	08.04.09	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355061	sofort	Nein	49.55
3015	MONTAGE	PC Grundpauschale Montage und Konfiguration	PC Grundpauschale Montage und Konfiguration	-1	0.1	180	167.29		PC Grundpauschale Montage und Konfiguration			Stock PC ohne OS	7.6	180	24	14.04.10	PCs und Komponenten	Computer-Systeme	PC ohne Betriebsystem	Dienstleistungen		unbekannt	Nein	180
3109	ZTO HP C3909A	Toner HP-Laserjet 5Si/MX/NX/Mopier	8000/N/DN	1	3.86	218.1	202.7	http://www.hp-go-supplies.com/german/productinfo/index.htm	Toner HP C3909A schwarz, 15'000 Seiten, zu Laserjet 5Si/MX/NX/Mopier; 8000/N/DN		C3909A	HP	7.6	269	12	16.09.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	223.9
3169	ZTO BR TN-7600	Toner Brother HL1650/1670N/1870N	schwarz ca. 6000S@5% Deckung	4	1	111.35	103.49	http://www.brother.ch/products/welcome.cfm?prod_art=TN-7600	Toner Brother TN-7600,  HL1650, HL1670N, 1870N, HL-5050, High Capacity, ca. 6000 Seiten @5%		TN7600	Brother	7.6	149	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766528580	sofort	Nein	118.05
3170	ZTO BR DR-7000	Trommel Brother DR-7000	HL1650/1670N/5050/5070N	2	0.84	193.85	180.16	http://www.brother.ch/products/welcome.cfm?prod_art=DR-7000	Trommeleinheit Brother DR-7000, zu HL1650/1670N/5050/5070N		DR7000	Brother	7.6	259	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766528573	sofort	Nein	203.75
3188	DS HP LTO-1 ULTRIUM C7971A	HP C7971A: LTO-1 Ultrium Cardridge, 200GB		55	0.5	39.7	36.9	http://www.hp.com/products1/storage/products/storagemedia/tape_ultrium/index.html	HP C7971A: LTO-1 Ultrium Data Cardridge 100/200GB		C7971A	HP	7.6	51	24	06.07.06	Netzwerk/Server	Storage-Systeme	Datensicherung	Speichermedien		sofort	Nein	42.35
3217	ZF BR PC-72RF	Transferrolle zu Telefax BrotherFax-T-Serie	ca. 280 Kopien, 2 Rollen	18	0.39	31.65	29.41		Transferrolle Brother PC-72RF, zu Fax T74/T84/T94/T98/T102/T104/T106, ca. 280 Kopien, 2 Rollen	Passt auch zu einigen Panasonic Modellen, bitte Liste beachten.	PC72RF	Brother	7.6	45	12	18.10.06	Büromaterial/-bedarf	Bürogeräte	Fax	Toner	4977766058100	sofort	Nein	34.45
3220	NWM MINIVIGOR128 USB	DrayTeK MiniVigor 128: USB ISDN-Adapter	Windows + MAC	14	0.36	39.2	36.43	http://www.draytek.de/Produkt_miniVigor128.htm	DrayTec MiniVigor 128: ISDN-Adapter, Windows XP/Vista & MAC-OS bis 10.6	Treiber von MAC OS 10.5.3 sind 10.6 kompatibel.	MiniVigor128	Draytek	7.6	54	36	17.08.04	Netzwerk/Server	LAN	Modem 56K/ISDN	Modem/Router/Firewall	4719853552098	sofort	Nein	43.9
3378	ZTO HP C8061X	Toner C8061X HP-Laserjet 4100/N/TN/DTN	Nr. 61X, 10'000 Seiten @5% Deckung	14	2	144.25	134.06	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C8061X / Nr. 61X schwarz, ca. 10000 Seiten, zu Laserjet 4100/N/TN/DTN		C8061X	HP	7.6	189	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	148.55
3447	ZTO HP C7115A	Toner C7115A  HP LJ1000/1005/1200/3330	3380, Nr. 15A, ca 2500 Seiten @5% Deckung	57	2	67.9	63.1	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP C7115A / Nr. 15A schwarz, 2500 Seiten, zu Laserjet 1000/1005/1200/3330/3380		C7115A	HP	7.6	92	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	70.45
3502	ZTO HP C8543X	Toner HP C8543X zu LJ 9000	30'000S@5%	2	5.56	305	283.46		Toner HP C8543X / schwarz, 30'000 Seiten, zu Laserjet 9000.		C8543X	HP	7.6	369	12	06.11.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	312
3526	ZTO CA FC-E30	Tonermodul Canon FC-E30, 3000 Seiten@6%	zu FC-200/ 300/ 500 series	2	0.46	128.35	119.28		Toner Canon FC-E30 / 1491A003, 3000 Seiten @6%	zu FC-120/-200/ 300/ 500 series PC- 700/ 800 series	1491A003	Canon	7.6	163.75	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4960999820040	sofort	Nein	137.1
3808	SCHN EX PCI EX-41011	exSys EX-41011, 1xParallel Port LPT	PCI-I/O-Karte, EPP/ECP	51	0.12	31.55	29.32	http://www.exsys.ch/index.php?main_page=product_info&products_id=109	exSys EX-41011, PCI-I/O-Karte, 1xParallel Port (LPT), EPP/ECP, Chipset: Oxford OX12PCI840	Die EX-41011 PCI Parallel Karte stellt einen Parallel SPP/EPP/ECP High Performance Ausgang zur Verfügung.	EX-41011	Exsys	7.6	45	24	14.06.06	PCs und Komponenten	Schnittstellenkarten	Parallel LPT	Schnittstellen Karten+Hubs	4718359410116	sofort	Nein	39.05
3891	ZU FLOPPY TEAC 3 1/2	Diskettenlaufwerk 3 1/2' 1.44 MB, TEAC	Schwarz	1054	0.4	13.35	12.41	http://www.teac.de/dspd/index.php?cont=products/gruppmain.php&id=5&lang=de	Diskettenlaufwerk 1.44 MB TEAC, schwarz, Bulkversion		FD-235HF-C829	Teac	7.6	21.55	24	12.03.09	PCs und Komponenten	Drives und Medien	Diskettenlaufwerke	Optical/Magnetical Drives		sofort	Nein	15.6
3893	KA IDE ATA100 RUND90	Kabel Ultra ATA 100 Rund	3 Stecker 90cm, für grosse Big Tower	36	0.16	9.95	9.25		IDE-Kabel Ultra ATA 100 Rund, 3 Stecker 90cm, für grosse Big Tower, schwarz	Abstände: 61cm, 29cm	11220098	Diverse	7.6	20.5	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Computerkabel	Kabel, Adapter, Zubehör	4016032093077	sofort	Nein	12.3
3997	ZTI HP C5011DE	Tinte HP C5011DE	Nr. 14, schwarz, 26ml	25	0.1	24.05	22.35	http://www.hp-go-supplies.com/german/productinfo/index.htm	Tinte HP C5011DE / Nr. 14 schwarz, 26ml, zu Color Inkjet CP1160, OfficeJet D 145, Digital Copier 610		C5011DE	HP	7.6	40	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	26
3999	ZTI HP C5010DE	Tinte HP Color Inkjet CP1160,OJ D145	Nr. 14, farbig, 23ml	30	0.1	31.4	29.18	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-34066-299480.html?jumpid=oc_R1002_CHDEC-001_HP%2014%20Dreifarbige%20Tintenpatrone&lang=de&cc=ch	Tinte HP C5010DE / Nr. 14 farbig, 26ml, Color Inkjet CP1160,OfficeJet D 145		C5010DE	HP	7.6	50	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	33.65
4000	ZTI HP C4836AE	Tinte HP C4836A	Nr. 11, cyan 28 ml	37	0.08	35.7	33.18	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Tinte HP C4836AE / Nr. 11 cyan, 28ml, Inkjet 2230/CP1700, Designjet 100		C4836A	HP	7.6	56	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	38.1
4001	ZTI HP C4837AE	Tinte HP C4837A	Nr. 11, magenta 28 ml	36	0.08	35.7	33.18	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Tinte HP C4837AE / Nr. 11 magenta, 28ml, Inkjet 2230/CP1700, Designjet 100		C4837AE	HP	7.6	56	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	38.1
4002	ZTI HP C4838AE	Tinte HP C4838A	Nr. 11, gelb 28 ml	51	0.08	35.7	33.18	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Tinte HP C4838AE / Nr.11 yellow, 28ml, zu Inkjet 2230/CP1700, Designjet 100		C4838AE	HP	7.6	56	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	38.1
4023	ZTI EP T027401	Tinte Stylus Photo 810, 830	farbig, 46ml	1	0.12	38.4	35.69	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T02740110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T027401 farbig, 46ml, 220 Seiten, zu Stylus Photo 810/830		C13T02740110	Epson	7.6	56	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355207	sofort	Nein	41.1
4024	ZTI EP T026401	Tinte Stylus Photo 810, 830	schwarz, 16ml	1	0.04	39.2	36.43	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T02640110?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T026401 schwarz, 16ml, 540 Seiten, zu Stylus Photo 810/830		C13T02640110	Epson	7.6	57	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355146	sofort	Nein	41.95
4196	ZTI HP C4911A CY	Tinte HP C4911A	Nr. 82, cyan	19	0.16	38.15	35.46	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-63883-25676.html?jumpid=oc_R1002_CHDEC-001_HP%2082%2069%20ml-Tintenpatrone%20Zyanblau&lang=de&cc=ch	Tinte HP C4911A / Nr. 82 cyan, zu Designjet 500		C4911A	HP	7.6	60	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	40.6
4199	ZTI HP C4912A MA	Tinte HP C4912A	Nr. 82, magenta	22	0.16	38.15	35.46	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-63883-25677.html?jumpid=oc_R1002_CHDEC-001_HP%2082%2069%20ml-Tintenpatrone%20Magentarot&lang=de&cc=ch	Tinte HP C4912A / Nr. 82 magenta, zu Designjet 500		C4912A	HP	7.6	60	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	40.6
4201	ZTI HP C4913A YE	Tinte HP C4913A	Nr. 82, yellow	20	0.16	38.15	35.46	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-63883-25678.html?jumpid=oc_R1002_CHDEC-001_HP%2082%2069%20ml-Tintenpatrone%20Gelb&lang=de&cc=ch	Tinte HP C4913A / Nr.82 yellow, Designjet 500/Officejet 9110		C4913A	HP	7.6	60	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	40.6
